Application Id,Application Date,Publication Date,Country,Title,Abstract,Applicants,Inventors,y
CN177169113,24.03.2016,10.08.2016,CN,一种微生物处理含油废渣的反应床,本实用新型涉及一种微生物处理含油废渣的反应床，该反应床是由电动卷帘、喷头、给水管、含油废渣、曝气头、曝气支管、曝气干管、集滤液管、固定座组成，该反应床结合了微生物修复技术中的堆肥法、预制床法和生物反应器法的优点，能够通过供气系统调节反应槽中的含氧量，通过供水系统调节反应槽中的含水率、pH、营养物等，保温和遮阳系统调节反应器内的温度，为微生物在反应床内的生长繁殖提供了良好的生长环境，大大提高微生物降解石油烃类污染物的效率。本实用新型与现有土耕法、堆肥法和预制床法相比效率更高，与生物反应器相比，有可以大规模处理含油废渣的优势。解决了现有在实际应用中的微生物适应性较差、微生物活性低、处理效率低、处理效果不彻底等问题。,"Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences; Karamay Zhongke Baker Hughes New Technology Co., Ltd.",Bian Weiguo; Zhang Jie,1
EP95253603,06.05.2013,13.11.2013,EP,Verkehrsfläche für Fahrzeuge und Fußgänger,"The area has a base stone (10) and sand on which an elongate structure is arranged in a parallel manner. The structure comprises an upper portion (3) and a lower portion (2), where the upper and lower portions are connected to each other by intermediate tapered portions. A space is formed between two adjacent rows of the tapered portions that are filled with a potting compost (12) in which a decorative plant (13) is planted. A stabilization unit (20) is arranged to perform the maintenance of the space between the adjacent rows of the tapered portions to improve the vertical stability.",TERREAL,MALE PHILIPPE; VINCENT PAUL,0
JP270936285,28.07.2005,08.02.2007,JP,COMPOSTING METHOD BY WHICH AMMONIA ODOR IS SUPPRESSED AND COMPOSTING APPARATUS,"PROBLEM TO BE SOLVED: To provide a novel composting method by which ammonia odor is suppressed over the whole composting step, and the compost is manufactured at a remarkably low cost.SOLUTION: The composting apparatus 1 is provided with a stirring mechanism 2 for turning up and down the compost raw material CP in a treating vessel 11, a ventilation mechanism 3 for sending oxygen to the compost raw materia CP in the treating vessel 11, an ammonia monitoring mechanism 6 for monitoring ammonia producible from the compost raw material CP under the treating, and a spraying mechanism 7 for spraying oil O to the compost raw material CP in the treating vessel 11. The spraying mechanism 7 is provided with a heater 74 for properly heating the oil to be sprayed. The composting is started by adding the adequate quantity of oil into the compost raw material CP and is carried out while monitoring the generation of ammonia during a composting step and when the generation of ammonia is detected, the oil is sprayed on the compost raw material CP.COPYRIGHT: (C)2007,JPO&INPIT",NATIONAL UNIV CORP SHIZUOKA UNIV; 国立大学法人静岡大学,NAKASAKI KIYOHIKO; 中崎　清彦,1
KR45562487,25.05.2010,01.12.2011,KR,METHOD AND AN APPARATUS FOR TREATING EXCREMENTS AND FOOD WASTE CAPABLE OF MINIMIZING THE GENERATION OF BAD ODOR WHILE A TREATING PROCESS,"PURPOSE: A method and an apparatus for treating excrements and food waste are provided to rapidly treat the excrements and the food waste by parallelly operating two treating tanks. CONSTITUTION: A method for treating excrements and food waste includes the following: A culturing media and a target are mixed. The mixture is introduced into a treating tank. Microorganisms such as actinomycete, bacillus mycoides, or the mixture of the same are introduced into the treating tank. A stirring process is implemented at the room temperature for 30-50 minutes under an oxygen supplying state. An aging process is implemented for 30-60 minutes. An apparatus for treating excrements and food waste includes two treating tanks. The treating tanks are parallelly installed and are supported by a frame. Shafts are formed in the treating tanks, and stirring wings radially formed at the shafts. COPYRIGHT KIPO 2012","CHA, HEUNG SUK; 차흥석","CHA, HEUNG SUK; 차흥석",1
CN391926907,01.11.2022,03.02.2023,CN,一种转盘式有机肥发酵翻堆机,本发明属于翻堆机设备技术领域，尤其是一种转盘式有机肥发酵翻堆机，针对现有翻堆机为固定方向旋耙式不能很好的对缠绕的纤维进行拧断问题，现提出以下方案，包括主机架，所述主机架的两侧底部位置均通过螺栓固定有竖直设置的升降侧移动架，两个所述升降侧移动架的底部内壁均通过螺栓固定有履带行走机构，所述主机架的两侧内壁均设置有转盘翻料机构。本发明驱动齿环的转动进而带动去同轴心的各个齿轮转动，使得第一转动环、第二转动环和第三转动环的转动过程，同时第一转动环与第三转动环的转动方向相同，第二转动环位反向转动，形成不同的转动，进而使得其一侧位置的物料接触后被强行拧开分散，使得料堆被拨开后直接通过转盘翻料机构拧开。,SUN ZHIRONG; 孙志荣,SUN ZHIRONG; 孙志荣,1
CN295119622,13.08.2019,05.05.2020,CN,一种处理发酵菌渣的厌氧固液反应器,本实用新型公开了一种处理发酵菌渣的厌氧固液反应器，包括反应器罐体和集气室，所述反应器罐体的罐口通过罐盖封闭；所述集气室顶部从反应器罐体顶部的罐盖贯穿伸出，所述集气室内部设有三相分离器，所述反应器罐体的内腔内表壁固定连接有脱气器；所述脱气器位于集气室的下方；所述反应器罐体内设置有上、下两层配水系统；所述上、下两层配水系统之间设置有内筒；所述上、下两层配水系统通过反应器罐体外部的外循环管道实现水循环。其中双层配水系统与内筒结构，很好的解决了搅拌、混合、细胞壁破解、有机质分解等问题，实现了菌渣的生物降解与反应器容积的有效利用。,"SHANDONG ZHENGQING ENVIRONMENT TECH. CO., LTD.; 山东正清环保科技有限公司",CUI HONGQUAN; 崔宏权; XUE RONG; 薛嵘; WANG JINHUI; 王金辉,0
CN82530212,22.06.2001,27.02.2002,CN,净化有机废水的渠槽式生物反应器,本发明涉及一种净化有机废水的渠槽式生物反应器，它包括有发酵池、顶部水池、上位池、下位池、导污滤墙、提水机械、沉积坑及排渣口，发酵池为渠槽式，其内由若干条卧式的具有层叠、回旋特性的水平过水通道组成；过水通道中沿竖向分隔为若干个面积相同的过水框格，在同一水平层面内，各过水通道首尾回旋相连，在上、下层过水通道层面之间设有一垂直通道，在各层过水通道的入水口处均设有一挡泥板，在各过水通道内设有导流装置。它适合于厌氧反应和好氧反应的串联处理。,Ou Yuxiang; 区裕雄; 南京艾米伦斯科技开发有限公司,Ou Yuxiang; 区裕雄,0
CN348178693,22.06.2021,07.01.2022,CN,一种厨余垃圾粉碎发酵堆肥设备,本实用新型公开了一种厨余垃圾粉碎发酵堆肥设备，涉及到厨余垃圾领域，包括存放箱，所述存放箱的顶侧固定安装有粉碎箱，所述存放箱与所述粉碎箱相连通，所述粉碎箱的周侧内壁转动套接有粉碎刀具。本实用新型中，当需要进行厨余垃圾的堆肥时，将厨余垃圾放置进放置斗内，启动电机，电机转动带动往复丝杆转动，往复丝杆转动带动粉碎刀具转动的同时带动挤压板进行往复竖直移动，放置斗内的厨余垃圾由进料管进入粉碎箱内，并在挤压板的作用下向下移动，从而可以在粉碎刀具的作用下进行粉碎后进入存放箱内进行发酵堆肥，从而能够有效避免厨余垃圾的某些垃圾不能被及时粉碎而造成堵塞，厨余垃圾粉碎发酵堆肥设备的实用性强。,"LIAONING SHENGRUN BIOTECHNOLOGY CO., LTD.; 辽宁生润生物科技有限公司",WANG YINGYING; 王莹莹; ZHANG WEI; 张伟; YUAN CHAOWEN; 袁超文; ZHANG LIGUO; 张力国,1
CN164249703,20.10.2015,30.03.2016,CN,一种激光拼焊机组板料堆垛翻料机,一种激光拼焊机组板料堆垛翻料机，包括：底盘架、翻转墙、控制器、气缸；其中，所述的底盘架为工字型金属架，在底盘架的两侧垂直固定有两个支撑架，两个支撑架上分别安装有升降装置；所述的翻转墙的两端分别固定有连接杆，翻转墙通过连接杆与两个升降装置连接；在翻转墙上设有数量至少为两个的真空吸盘，真空吸盘通过气管与气缸连接；所述的连接杆的中心位置设有旋转装置；所述的控制器通过线路与气缸连接。本实用新型提供一种激光拼焊机组板料堆垛翻料机，生产成本较低，而且完全由控制器进行控制，对操作人员的要求较低，而且一旦出现问题，光电开关会立即关闭控制器。,天津宝钢钢材配送有限公司,安海清,1
JP272319605,12.06.2009,24.12.2010,JP,ORGANIC WASTE TREATMENT METHOD,"PROBLEM TO BE SOLVED: To provide an organic waste treatment method by which well-fermented treating objects are obtained by promoting aerobic fermentation and suppressing anaerobic fermentation and by which formation of ammonia and methane is inhibited.SOLUTION: The organic waste treatment method is characterized in that a deposit of organic wastes is formed with a constant porosity of 20-40% in a vertical direction, and while moisture is adjusted to the 20-80 wt.% of the organic wastes, the organic wastes are fermented in the presence of 0.01-1.0 wt.% of microorganic additives containing pediococcus bacteria, yeast cells, bacillus (bacillus group microorganism), streptococcus and staphylococcus.COPYRIGHT: (C)2011,JPO&INPIT",KAWASHIMA:KK; 株式会社カワシマ,KAWASHIMA KENJI; 川嶋　賢二,0
CN330067398,30.04.2021,29.06.2021,CN,一种不添加生物质辅料的板框污泥快速堆肥处理方法,本发明属于污泥好氧堆肥技术领域，公开了一种不添加生物质辅料的板框污泥快速堆肥处理方法，包括以下步骤：将经板框压滤后含水量在55%~65%的污泥破碎至粒径不大于2cm的板框污泥颗粒；向板框污泥颗粒中投加配制好的乙酸溶液和促腐菌剂，得混合物；将混合物置于发酵槽中进行堆肥发酵，待堆体温度升至55℃时进行第一次翻抛；第一次翻抛后待堆体温度再次上升至55℃时开始间歇曝气，翻抛频次为1次/天，持续堆肥3~5天后每2天翻抛一次，待堆体温度降至40℃以下且不再继续升温后停止翻抛和曝气，发酵完成。本发明方法堆肥效果好，无病原菌残留，实现板框污泥的减量化、无害化和稳定化利用。,"ZHENGZHOU SEWAGE PURIFICATION CO., LTD.; 郑州市污水净化有限公司",GAO AIHUA; 高爱华; YAN FUJIE; 闫富杰; HUANG KEYI; 黄克毅; ZHANG QIANQIAN; 张倩倩; CHANG XINGTAO; 常兴涛; LIU YINGXU; 刘迎旭; SHEN SHUQIANG; 申书强; GUO SAIYA; 郭赛雅; GUO HONGXIN; 郭红欣; XIAO WENSHUAI; 肖文帅; LI SHENG; 李升,0
JP269484157,26.10.2001,07.05.2003,JP,METHOD AND APPARATUS FOR TREATING ORGANIC WASTE,"PROBLEM TO BE SOLVED: To provide a method and apparatus for treating organic waste capable of suppressing generation of malodor, not generating environment pollution, forming environment wherein microorganisms are able to treat the organic waste in good condition and to manufacture a lot of high quality compost in a short period.SOLUTION: The apparatus for treating organic waste is provided with a hermetically closed structure fermentation tank 2 wherein a fermentation treatment is performed by charging a mixture 4 agitated and mixed of return materials of the organic waste treated by microorganisms with green base materials of the organic waste to be processed, and a semi-closed system air supply and discharge circulation mechanism 3 wherein, after the organic waste is fermented by supplying air into the fermentation tank 2, gas generated by fermentation is exhausted, a part of the exhausted gas is treated for deodorizing, and the residual gas together with the introduced air are sent to the fermentation tank 2.COPYRIGHT: (C)2003,JPO",RIBAASU KK; 株式会社和,HOTSU ISAO; 保津　勲; MATSUDA HIDEMICHI; 松田　秀道,2
CN356058096,17.01.2022,18.03.2022,CN,一种基于农业废弃物发酵堆肥的发酵槽,本发明公开了一种基于农业废弃物发酵堆肥的发酵槽，包括发酵槽本体，所述发酵槽本体的顶部设置有密封盖，所述密封盖的顶部固定安装有排气净化组件，所述发酵槽本体的左侧上端固定安装有注氧组件，所述发酵槽本体的内部转动安装有转轴，所述转轴的表面固定安装有搅拌叶片，所述发酵槽本体内部底端转动安装有排料绞龙，所述发酵槽本体的左侧活动安装有驱动电机，所述驱动电机的右侧固定安装有驱动力转换组件。本发明采用上述结构，利用底板顶部设置的液压缸能够便于将发酵槽本本体的一端进行抬升，利用驱动力转化组件使驱动电机驱动排料绞龙能够将发酵原料排出，从而能够便于进行下料，便于进行清理。,NINGXIA UNIVERSITY; 宁夏大学,GUO YONGCHUAN; 郭永川; ZHANG XUEYAN; 张雪艳; MA TINGTING; 马婷婷; LUO YANXIN; 罗雁馨; WANG XINYI; 王欣怡; ZHANG QIANNAN; 张倩男,1
CN212972530,01.08.2017,09.02.2018,CN,一种自由转弯的翻堆机,本实用新型公开了一种自由转弯的翻堆机，包括车架，在车架的左右两侧各设置有前轮和后轮，前轮和后轮分别安装到前轮支架和后轮支架上，前轮支架和后轮支架均可旋转地安装到车架上，在前轮支架和后轮支架上均安有传动手柄，传动手柄与传动机构相连，在左右两侧的前轮和/或后轮上安有轮驱动机构。该车架采用车轮驱动，并能够进行大角度的自由转弯，用该车架制作的翻堆机，可以极大提高转弯性能，给使用带来方便。,HAO WEI,LIU JIANZHONG; SUN PENGDA,1
CN365371596,28.04.2022,03.06.2022,CN,一种有机肥堆肥处理方法,本发明公开了一种有机肥堆肥处理方法，其步骤包括：步骤：控制电动推杆的伸缩杆伸缩带动支撑块竖向移动，支撑块固定支撑杆，支撑杆的下侧一端固定T形杆，T形杆的横杆一侧固定一组均匀排布的固定轴，套环环套所述固定轴，每个所述套环的一端分别固定限位轴的一端，每个所述限位轴分别固定一组均匀排布的搅拌齿，支撑块移动会带动支撑杆移动，支撑杆带动T形杆移动，T形杆带动固定轴、搅拌齿移动，支撑块带动横杆、连接杆、直槽杆、规整板、固定板、方板、连杆和移动杆等移动，调节搅拌齿和规整板等的高度。本发明涉及有机肥堆肥方法领域，具体地讲，涉及一种有机肥堆肥处理方法，方便进行有机肥堆肥。,"JIANGSU WONYOU BIOTECHNOLOGY CO., LTD.; 江苏沃友生物科技有限公司",WANG DAN; 王丹; HU JIN; 胡进; WANG YONG; 王勇,0
CN231655076,20.06.2018,28.09.2018,CN,一种堆肥翻耙设备,本发明公开了一种堆肥翻耙设备，安装在条形发酵槽长度方向的两侧平行的墙体上，包括机架主体、翻耙机构、动力传动机构、行走机构、电气控制系统和输电系统，其中电气控制系统和输电系统远程控制整个翻耙设备的运作，动力传动机构带动翻耙机构和行走机构转动，行走机构的转动带动翻耙设备在发酵槽内往返运动。本发明实施的翻耙设备结构简单，制造成本低，尤其适用于中小型养殖业的发酵物料翻动。,"CHANGZHOU YOUAISI ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.; 常州优艾斯环保科技有限公司",YIN YONGHONG; 尹永红,1
CN249787342,07.11.2018,12.07.2019,CN,一种生物有机肥生产用腐熟装置,本实用新型公开的属于生物有机肥生产技术领域，具体为一种生物有机肥生产用腐熟装置，包括开口向下的U型支撑架，所述U型支撑架顶部横杆中央位置套接有活动环，所述活动环右侧焊接有支撑柱，所述支撑柱右侧螺接有罐体，所述罐体外壁右侧套接有支撑环，所述支撑环底部铰接有液压缸，所述罐体内腔横向设置有增氧管，所述增氧管外壁均匀开设有通孔，所述罐体底部前后两侧均匀横向螺接有第二安装架，所述电机顶部动力输出端连接有转轴，所述转轴顶部贯穿罐体，所述转轴外壁均匀焊接有搅拌叶，本新型方案可以保证原料与菌种混合均匀，在腐熟过程中可以对原料进行供氧，保证产品质量，同时降低操作人员的劳动强度，有效提高工作效率。,"XUZHOU HANCHENG BIOENGINEERING CO., LTD.; 徐州汉承生物工程有限公司",FU XUEGANG; 付雪刚; ZONG YING; 宗莹,2
CN383677046,02.04.2022,16.12.2022,CN,一种用于槽式翻抛机的行走机构,本实用新型公开了一种用于槽式翻抛机的行走机构，包括发酵池、翻抛机体、齿轮、齿板、滑块、移动行走轮和辅助轮，所述翻抛机体上安装有转盘，所述转盘上安装有旋转把手，所述转盘上安装有转杆，所述转杆上安装有齿轮，所述齿轮与凸齿啮合，所述凸齿安装在齿板上，所述轮轴上安装有移动行走轮，所述翻抛机体内安装有滑杆，所述齿板上安装有连接杆，所述连接杆上安装有滑块，所所述翻抛机体上安装有安装板，所述安装板之间安装有轴心，所述轴心上安装有辅助轮，本实用新型，可以满足不同宽度的发酵池作业，操作简单，使用灵活方便，可有效避免翻抛机体左右晃动，杜绝因晃动导致滚轮脱离导轨而耽误工时，使翻抛机体的行进更加顺畅。,"SHIJIAZHUANG NAHAI MACHINERY MANUFACTURING CO., LTD.; 石家庄纳海机械制造有限公司",BAO RUIKE; 鲍风险; ZHAI WEI; 翟炜; ZHANG ZHUOYUE; 张卓越,1
CN225290844,30.05.2018,14.08.2018,CN,一种有机肥链板式发酵翻堆自动出料机,一种有机肥链板式发酵翻堆自动出料机，其特征在于，包括翻堆机本体和移位机本体，所述翻推机本体设置大车架，所述大车架的上端设置液压缸，所述液压缸连接链板支撑架，所述链板支撑架整体架构为L型，较短边的上端设置减速机，较长边设置链板，所述较长边与较短边的相交处设置有转轴，所述转轴设置于大车架的上端，所述移位机主体与大车架顺向的两端设置有移位架，所述移位机之间设置有传输装置。本发明的翻堆机将物料传输到传输装置上，传输装置将物料传送到指定位置，实现了发酵池内物料的自动出料。,"QINGDAO JINYUELONG MACHINERY CO., LTD.; 青岛金越隆机械有限公司",YU SONGHAI; 于松海,1
CN371213732,18.05.2022,02.08.2022,CN,具有破碎和喷淋功能的高效翻抛机,本实用新型公开了一种具有破碎和喷淋功能的高效翻抛机，所述行走轮活动安装在托架上，所述行走电机固定安装在托架上，行走电机与行走轮传动连接，所述提升输送机构由输送辊轮、输送带、支架、刮板和提升电机构成，所述支架固定安装在托架的底部，所述输送辊轮呈倾斜状呈排活动安装在支架上，所述提升电机固定安装在托架上，提升电机与输送辊轮传动连接，所述输送带绕置在呈排的输送辊轮上，所述刮板呈排固定安装在输送带上，所述破碎机构由导料筒、破碎架和破碎电机构成，本实用新型优点是：将物料进行充分的破碎细化，避免了物料结块现象的发生，显著提升了翻抛效率和物料发酵效果。,"ZHONGKE MEIDA (YICHANG) ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.; 中科美大（宜昌）环保科技有限公司",ZHAN DINGYONG; 占定勇; SONG XIAOQING; 宋小青,1
JP267509484,09.09.1996,31.03.1998,JP,PORTABLE TOILET,"PROBLEM TO BE SOLVED: To prevent a portable toilet from being easily tumbled by a load applied to armrests of the portable toilet. SOLUTION: The portable toilet is provided with a stool seat 2 having an upper opening on which the hip is placed, a base part 3 having an inner base part of a stirring tank for receiving fine power of vegetable composition and aerobic ferment, and an base part providing a designed cover and armrests 8 fixed to supports 6a, 6b mounted to the upper part of the base part 3. The supports 6a, 6b having the armrests 8 fixed thereto are arranged in the region from the caster axis X to the position of the center of gravity of the whole portable toilet so that a portion of the weight of the human body does not constitute a turning force or inclining force to tumble down the portable toilet, but keeps the stable condition.COPYRIGHT: (C)1998,JPO",TOYODA GOSEI CO LTD; 豊田合成株式会社,SATO TAKAHIRO; 佐藤　高宏; ISHIDA SHUICHI; 石田　修一; IWATA RYUJI; 岩田　龍治,0
CN323940368,28.07.2020,04.05.2021,CN,一种好氧发酵机阻旋系统,本实用新型涉及生物技术，更具体地说，是一种好氧发酵机阻旋系统，包括发酵机罐体和阻旋部件，所述发酵机罐体的内部安装有搅拌轴，搅拌轴上分布有搅拌翅，发酵机罐体的外侧壁安装有法兰，阻旋部件安装在发酵机罐体的内侧壁上，通过设置阻旋翅，在搅拌物料时，利用搅拌翅搅动物料，在阻旋翅的配合下，对物料施加剪切力，对物料进行切割，防止物料粘结，大大提高了搅拌效率，有助于物料的后续发酵，解决了现有的发酵机在搅拌物料时，物料容易粘结在一起，搅拌不够均匀的问题。,"SHANDONG OUFEILONG MECHANICAL CO., LTD.; 山东欧菲龙机械有限公司",GAO YUDA; 高玉达; LIU GUOLIN; 刘国林; ZHAO GUANGJIN; 赵广金,2
CN155673374,22.03.2007,23.01.2008,CN,厌氧发酵装置,本实用新型涉及一种厌氧消化工艺的污水的生物处理，特别是一种厌氧发酵装置，其结构要点为：包括发酵前槽、发酵后槽、进水装置和出水装置，发酵前槽具有前槽进口和前槽出口，前槽进口与进水装置连接，发酵后槽具有复数个串联的槽体，各槽体分别具有后槽进口和后槽出口，各槽体的后槽进口和后槽出口为上下及左右交错的方式分布在槽体侧壁上，且相邻两槽体的后槽出口与后槽进口对应分布并连通，发酵前槽的前槽出口与发酵后槽前端槽体的后槽进口连接，发酵后槽末端槽体的后槽出口与出水装置连接。具有有机污染物降解效果好，污水滞留期短，发酵池容积小，容积利用率高的特点。,张冲,张冲; 张华,0
KR342780082,09.02.2021,09.11.2021,KR,DECOMPOSING DEVICE OF STIRRING LIVESTOCK MANURE FOR STALL IN WHICH DOMESTIC ANIMALS CAN RESIDE,"The present invention relates to a decomposing device of stirring livestock manure for a stall in which domestic animals can reside, and more specifically, to a decomposing device of stirring livestock manure for a stall in which domestic animals can reside, which is connected to a power moving device such as an agricultural machine, extends a use period of livestock manure by spraying microorganisms to the same, regularly stirring and decomposing the livestock manure, and supplies the decomposed livestock manure as compost. The decomposing device is composed of a power means and a movement means, wherein power of an engine is connected to a power connection shaft through a belt, a cylinder connector is installed on an upper side at the center of a reinforcement bar connecting connection blocks to connect a control cylinder, and the decomposing device is connected with the power moving device of which connection bars are rotatably connected at regular intervals on both sides of the reinforcement bar via a connection means. The decomposing device includes: a spray means; a stirring means; and a floor flattening means. The spray means includes: a spray pipe installed on an upper side or a lower side of the reinforcement bar connecting the connection blocks at both sides; a screw shaft connected to the spray pipe, wherein the screw shaft passes through a connection hole and is fixed by a screw; and nozzles installed at regular intervals on the spray pipe, supplying microorganisms in a microorganism tank and spraying the microorganisms onto the floor. The stirring means includes: connection plates installed at regular intervals on a stirring shaft connected to a power connection shaft rotatably connected to the power means; and stirring wings having front ends formed in different directions and connected to the connection plates such that the stirring blades stir livestock manure and rice husks or straw litter from bottom to top while rotating. The floor flattening means includes: height adjusting plates installed on both lower sides of the connection blocks; and flattening plates obliquely installed on lower sides of the height adjusting plates and performing stirring while moving on the floor. COPYRIGHT KIPO 2022",강원도 횡성군; 김영석,"KIM, YOUNG SEOK; HWANG WON GYU; SEO SEONG HUI; 김영석; 황원규; 서성희",1
CN345841044,11.03.2021,07.12.2021,CN,一种污泥好氧发酵处理设备,本实用新型公开了污泥处理技术领域的一种污泥好氧发酵处理设备，包括罐体，罐体为圆柱状，罐体的左侧壁内部开设有第一安装槽，罐体的顶壁内部开设有第二安装槽，且第一安装槽的顶部槽腔与第二安装槽的左部槽腔相连通，罐体的底部内腔中安装有转杆，且转杆杆体的左右两端分别贯穿罐体的左右两壁，罐体的底部左侧外壁固定安装有第一安装板，第一安装板的顶壁固定安装有电机，电机的输出端与转杆的左端杆体相连接，本实用新型通过电机带动转杆，转杆带动搅拌杆旋转，可以对罐体内的污泥进行翻转，增加污泥与氧气的接触面积，有益于提高发酵效果，通过联动带动第二连接杆转动，同时使刮板在罐体内转动，可去除罐体内壁粘附的污泥。,"CHINAIR ENVIR SCI-TECH CO., LTD.; 南京清元景和环境科技有限公司",YANG GUANGPING; 杨广平; SUN ZHONGSEN; 孙中森,2
DE102938294,17.11.1992,04.11.1993,DE,Mobile Müllkompostieranlage in Containerform für die Hausbiomüllentsorgung,"The side loader container is equipped section-wise with bio-waste containers (contents approximately 1100 litres) and after complete filling to approximately 40 cubic metres is taken to a collecting location, where the waste is subjected to a further rotting process. The seepage water coming from the rotting process is collected in the container itself and is fed to the system for humidification purposes. A supply with electrical energy for ventilation, changing over the substrate and monitoring the rotting process by means of sensors is ensured by solar technique in combination with energy accumulators. The turnover of the bio waste is achieved with the aid of a vertical worm. This stops putrefaction processes and at the same time mixes in necessary, additional substrate homogeneously. USE/ADVANTAGE - To compost domestic organic waste.",KOHLMETZ BERND; HINGST K P DIPL ING,KOHLMETZ BERND; HINGST K P DIPL ING,1
WO2021262000,23.06.2021,30.12.2021,WO,"TRAY BOOKLET FOR SMOKABLES, ROLLING PAPER HOLDER AND ASSEMBLY","An assembly of a tray booklet (1) and rolling paper holder (100), the individual booklet (1) and individual rolling paper holder (100). The booklet (1) is suitable for smokables comprising a compostable cover body (5) comprising a sheet (6) defining an inner surface (10, 31) and an outer surface (12), and smoking paraphernalia (7) arranged on the inner surface (10, 31). The sheet (6) is provided with first lines (11) of weakness (107, 11, 13, 21) for the cover body (5) to fold (201) along from an open configuration into a closed (X9) configuration and vice versa. In the closed (X9) configuration the sheet (6) encloses the smoking paraphernalia (7). In the open configuration the smoking paraphernalia (7) are uncovered. The sheet (6) is provided with at least one second line of weakness (107, 11, 13, 21) for the body (5) to fold (201) along from an open configuration into a channel (15) configuration and vice versa. In the channel (15) configuration the sheet (6) forms a first and a second upstanding ondulation (19) defining a holding channel (15) therebetween for holding the smokables. The rolling paper holder (100) is folded from a single sheet cutout (101) such that the holder (100) defines an inner volume for holding trapezoid rolling papers (200) therein in a stack (202). The cutout (101) comprises lines (11) of weakness (107, 11, 13, 21) arranged such that they define a plurality of trapezoid areas (105.1) and along which lines (11) of weakness (107, 11, 13, 21) the cutout (101) is folded into the holder (100). The plurality of trapezoid areas (105.1) comprises a trapezoid outlet provided with a slit (109) for allowing a rolling paper closest to the outlet area (105.1) to be removed from the stack (202) therethrough, and a trapezoid base forming a base of the holder (100) opposite the trapezoid outlet area (105.1).",THE NEW WAYS B.V.,"SINGH, Rajdip",0
CN358246659,23.11.2021,08.04.2022,CN,一种高稳定性龙门架,本实用新型属于污泥好氧发酵应用技术领域，具体公开了一种高稳定性龙门架，包括横条形角钢、横固定框板、竖支撑腿、斜支撑板、第一横支撑板、第二横支撑板、辅助竖支撑腿、V形支撑板、辅助斜支撑板、爬梯和爬梯护栏等。本实用新型的一种高稳定性龙门架的有益效果在于：其结构设计合理，使用时横跨在发酵槽上，保证与其相配合使用的覆膜/收膜部件、移动部件等完成可靠、稳定和安全的覆膜/收膜动作，同时整体框架结构支撑韧性强，使用寿命长，实用性强。,"WUXI AIDDY PRECISION MECHANICAL CO., LTD.; 无锡艾迪玛精密机械有限公司",YU ZHECHENG; 郁哲诚; SUN JIANRONG; 孙建荣; XU CHANG; 徐畅; YU WEIMIN; 郁维民,0
CN313745657,28.04.2020,08.12.2020,CN,一种牛初乳含乳片有氧发酵用罐体压强监测装置,本实用新型公开了一种牛初乳含乳片有氧发酵用罐体压强监测装置，包括：发酵组件，所述发酵组件包括发酵罐、把手、万向轮、U型管和连管；测压组件，所述测压组件包括压力表、显示屏、压力管、管体、螺纹管、螺帽、第一密封圈。本实用新型安装压力表时，首先通过螺纹管与连管相连通，固定旋转压力表，使压力表处于方便观测的位置，一只手握住第二防滑套，另一只手握住第一防滑套，旋转第二防滑套，由于压力管和管体通过外螺纹与内套环螺纹连接，压力管和管体外侧壁的外螺纹互为反向设置，使得压力管和管体相对移动，挤压第一密封圈和第二密封圈，从而固定压力表的朝向，牛初乳含乳片发酵时，方便工作人员对压力表的数值进行记录。,"INNER MONGOLIA CAOYUAN HONGNIU BIOTECHNOLOGY CO., LTD.; 内蒙古草原红牛生物科技有限公司",LIU QIN; 刘琴,0
CN215133828,11.08.2017,17.04.2018,CN,一种翻抛机的滚筒固定机构,本实用新型提供了一种翻抛机的滚筒固定机构，包括转动轴以及翻抛滚筒，所述转动轴穿过翻抛滚筒的内部，且使转动轴的两端向外延伸至所述翻抛滚筒的外侧；所述转动轴的中间位置固设有一第一固定片；所述转动轴在对应所述翻抛滚筒两侧的端部处各设置有一第二固定片；所述转动轴在所述第一固定片与第二固定片之间的位置处均设置有一第三固定片；所述第一固定片、第二固定片以及第三固定片均与所述翻抛滚筒固定连接。本实用新型优点：可使转动轴与翻抛滚筒形成一个整体，能够极大的增强转动轴与翻抛滚筒之间的连接强度，以有效避免发生翻抛滚筒与转动轴脱开的情况。,"FUJIAN NONGKE NONGYE DEVELOPMENT CO., LTD.; 福建省农科农业发展有限公司",DAI WENXIAO; 戴文霄; YE DINGCHENG; 叶鼎承; RAO JIANMING; 饶建明,1
